director,title,budget,revenue,return,year
Nadia Tass,Mr Reliable,,,,1996
José Luis Garci,Ninette,,,,2005
Arnauld Mercadier,Nom de code : Rose,,,,2012
R. Michael Givens,Opposite Day,,,,2009
M.J. Delaney,Powder Room,,,,2013
Ramin Niami,Shirin in Love,,,,2014
Ian Barry,The Christmas Wish,,,,1998
Harvey Frost,The Sex and Violence Family Hour,,,,1983
Claude Lelouch,All That... for This?!,,,,1993
Frank Rainone,Who Do I Gotta Kill?,,,,1994
Dwain Esper,Marihuana,,,,1936
Roberto Bianchi Montero,"So Sweet, So Dead",,,,1972
Mauro Bolognini,Chronicle of a Homicide,,,,1972
Timothy Bond,The Shadow Men,2000000.0,,,1997
Jean-Paul Lilienfeld,Seventh Heaven,,,,1993
Julien Duvivier,They Were Five,,,,1936
Rolf Hädrich,Stop Train 349,,,,1963
Frank Wisbar,Ferryman Maria,,,,1936
Arthur Greville Collins,"Thank You, Jeeves!",,,,1936
Abbas Kiarostami,Homework,,,,1989
Alfred Santell,Internes Can't Take Money,,,,1937
Frank Borzage,Green Light,,,,1937
Paolo Cavara,Black Belly of the Tarantula,,,,1971
Frank Lloyd,Maid of Salem,,,,1937
Theodore Reed,Double Or Nothing,,,,1937
Walter Lang,Second Honeymoon,,,,1937
Wesley Ruggles,I Met Him in Paris,,,,1937
Julien Duvivier,Dance Program,,,,1937
Christian-Jaque,Boys' School,,,,1938
Erich Pommer,Vessel of Wrath,,,,1938
Clarence Brown,Idiot's Delight,,,,1939
Wesley Ruggles,Invitation to Happiness,,,,1939
Andrew Stevens,Subliminal Seduction,,,,1996
Andrew Stevens,Virtual Combat,,,,1995
Andrew Stevens,The Skateboard Kid II,,,,1995
Andrew Stevens,The Terror Within II,,,,1991
Maria Kravchenko,Beyond the Fear,,,,2014
Juris Kursietis,Modris,,,,2014
Jon Amiel,Deliverance Creek,,,,2014
David Hayter,Wolves,18000000.0,,,2014
Terry Ingram,The Woodcarver,3000000.0,,,2012
David A.R. White,The Encounter,,,,2010
Michael Polish,Big Sur,,33621.0,,2013
Jorge Torregrossa,The Unexpected Love,,,,2014
Gabriel Sabloff,Apostle Peter and the Last Supper,750000.0,,,2012
Alvy Ray Smith,The Adventures of André and Wally B.,,,,1984
Bryan Goeres,Face of Terror,,,,2004
Jennifer Lebeau,The Harmony Game,,,,2011
Álex Pina,Kamikaze,,,,2014
Yann Arthus-Bertrand,Planet Ocean,,,,2012
Adrian Shergold,Stalag Luft,,,,1993
Simon Helberg,We'll Never Have Paris,,,,2014
Sarik Andreasyan,American Heist,10000000.0,,,2014
Zaida Bergroth,The Good Son,560000.0,,,2011
Daniel Grou,Miraculum,4600000.0,,,2014
Lidiya Ishimbaeva,Solyaris,,,,1968
Fernando Larruquert,Mother Earth,,,,1968
Graham Yost,The Pacific,120000000.0,,,2010
Konstantin Lopushanskiy,A Visitor to a Museum,,,,1989
Aleksandr Gintsburg,The Hyperboloid of Engineer Garin,,,,1965
Vasili Zhuravlyov,Cosmic Journey,,,,1936
Heather M. Winters,Two: The Story of Roman & Nyro,,,,2013
Gary Rydstrom,Strange Magic,,13603453.0,,2015
Sophie Lellouche,Paris-Manhattan,,,,2012
Martin Clapp,The Flying Machine,,,,2011
Laurent Cantet,7 Days in Havana,3800000.0,,,2012
Ari Sandel,The DUFF,8500000.0,43528634.0,5.1210157647058825,2015
Ronnie Thompson,Tower Block,,,,2012
Michael Worth,Fort McCoy,,,,2014
Emile Edwin Smith,Age of Ice,,,,2014
Mario Monicelli,The Girl with a Pistol,,,,1968
Jakob Lass,Love Steaks,,,,2013
Casey La Scala,The Remaining,,1169603.0,,2014
Dusty Bias,Prairie Love,,,,2011
Bruno Bianchi,Heathcliff: The Movie,,,,1986
Joe Lynch,Everly,,,,2015
Joan Espinach,"Daddy, I'm A Zombie",,,,2012
W.D. Hogan,Zodiac,,,,2014
Jaime Chávarri,Camarón: When Flamenco Became Legend,,,,2005
Takeshi Kitano,Outrage Beyond,,,,2012
,The Mark of Cain,,,,2000
Srđan Dragojević,From Zero to Hero,,,,2014
Aldo Lado,The Humanoid,,,,1979
,Kocken,,,,2005
Kristina Buozyte,Vanishing Waves,,,,2012
George Roy Hill,The Little Drummer Girl,,,,1984
Josh Lawson,The Little Death,,,,2014
Enzo D'Alò,Pinocchio,,,,2012
Mats Lindberg,Kenny Begins,,,,2009
Henrik Georgsson,Sandor slash Ida,,,,2005
Pontus Klänge,Bit by Bit,,,,2002
Stefan Fjeldmark,Help! I'm A Fish,,,,2000
Ella Lemhagen,Tsatsiki,,,,1999
L. Gabriel Gonda,Dark Dungeons,1000.0,,,2014
Tomas Alfredson,Bert: The Last Virgin,,,,1995
Måns Herngren,One in a Million,,,,1995
Stephan Apelgren,Sunes sommar,,,,1993
Johanna Hald,Lotta Leaves Home,,,,1993
Johanna Hald,Lotta on Rascal Street,,,,1992
Alan Bunce,Babar The Movie,,,,1989
Olle Hellbom,Karlsson on the Roof,,,,1974
Mai Zetterling,The Girls,,,,1968
Cesare Canevari,¡Mátalo!,,,,1970
Cesare Canevari,"Io, Emmanuelle",,,,1969
Michele Massimo Tarantini,The Case of the Bloody Iris,,,,1972
Henry Bedwell,Darker Than Night,,,,2014
Sandro Aguilar,Uprise,,,,2008
Albert Serra,Story of My Death,,,,2013
Mathieu Amalric,The Blue Room,,,,2014
Denis Côté,Vic+Flo Saw a Bear,,,,2013
Brillante Mendoza,Grandmother,,,,2009
Hong Sang-soo,Our Sunhi,,,,2013
Ben Rivers,Two Years at Sea,,,,2011
Ben Rivers,A Spell to Ward Off the Darkness,,,,2013
João Pedro Rodrigues,The Last Time I Saw Macao,,,,2012
Corneliu Porumboiu,When Evening Falls on Bucharest or Metabolism,,,,2013
Michael Tully,Septien,,,,2011
Martin Rejtman,Two Shots Fired,,,,2014
Sergio Caballero,Finisterrae,,,,2010
Sergio Caballero,The Distance,,,,2014
Cesc Gay,A Gun in Each Hand,,,,2012
Jacques Deray,Borsalino,,3.0,,1970
Frauke Finsterwalder,Finsterworld,,,,2013
Olivier Marchal,Gangsters,,,,2002
Karl Golden,Weekender,,,,2011
Paolo Cavara,Plot of Fear,,,,1976
Gower Champion,Bank Shot,,,,1974
Fabiomassimo Lozzi,Anotherworld,40000.0,,,2008
Herz Frank,Ten Minutes Older,,,,1978
Benedikt Erlingsson,Of Horses and Men,10.0,11.0,1.1,2013
Jim Kammerud,The Fox and the Hound 2,24000000.0,,,2006
Antti Haase,Monsterman,,,,2014
Rainer Kaufmann,Long Hello and Short Goodbye,,,,1999
Guy Maddin,The Heart of the World,,,,2000
Bruno Dumont,Li'l Quinquin,,,,2014
Hasse Ekman,Girl with Hyacinths,,,,1950
Paul Mariano,These Amazing Shadows,,,,2011
Les Blank,Garlic Is As Good As Ten Mothers,,,,1980
Karel Zeman,Journey to the Beginning of Time,,,,1955
Les Blank,Spend It All,,,,1971
Joko Anwar,Joni's Promise,,,,2005
Terence Fisher,The Man Who Could Cheat Death,,,,1959
James Benning,small roads,,,,2011
Karel Kachyňa,Carriage to Vienna,,,,1966
Fernando Fernán Gómez,Strange Voyage,,,,1964
Andrew Rossi,Ivory Tower,,,,2014
Karel Zeman,The Fabulous Baron Munchausen,,,,1962
Bill Morrison,Light Is Calling,,,,2004
Claude Friese-Greene,The Open Road,,,,1926
J.B.L. Noel,The Epic of Everest,,,,1924
Les Blank,All In This Tea,,,,2007
Alexander Hammid,The Private Life of a Cat,,,,1944
Julian T. Pinder,Land,415000.0,,,2010
Chris Marker,Letter from Siberia,,,,1957
Ivan Mykolaichuk,Babylon XX,,,,1979
Murray Siple,Carts of Darkness,,,,2008
Nick Sherman,Soundtracker,,,,2010
Naoko Ogigami,Kamome Diner,,,,2006
Corinna Belz,Gerhard Richter Painting,,,,2012
Laila Pakalnina,Dream Land,,,,2004
Edith Carlmar,The Wayward Girl,,,,1959
Karen Shakhnazarov,City Zero,,,,1989
Erik Løchen,Remonstrance,,,,1972
Werner Herzog,Bells from the Deep,517000.0,,,1993
Victor Sjöström,The Gardener,,,,1912
Victor Sjöström,The Sea Vultures,,,,1915
Victor Sjöström,The Girl from the Marsh Croft,,,,1917
Victor Sjöström,Karin Daughter of Ingmar,,,,1920
Victor Sjöström,The Monastery of Sendomir,,,,1920
Andrea Kreuzhage,1000 Journals,,,,2007
Henning Carlsen,Pan,,,,1995
Morten Skallerud,A Year Along the Abandoned Road,,,,1991
Laila Pakalnina,The Shoe,,,,1998
Henry Levin,Night Editor,,,,1946
Kinji Fukasaku,Under the Flag of the Rising Sun,,,,1972
Felix E. Feist,The Devil Thumbs a Ride,,,,1947
Robert Stevenson,The Man Who Changed His Mind,,,,1936
Nick Grinde,The Man They Could Not Hang,,,,1939
Benny Zenga,Line of Sight,100000.0,,,2012
Josh Johnson,Rewind This!,,,,2013
Stanislav Govorukhin,Ten Little Indians,,,,1987
Agnès Obadia,Josephine,,,,2013
Virgil W. Vogel,The Land Unknown,,,,1957
Gakuryû Ishii,Crazy Thunder Road,,,,1980
Laila Pakalnina,Pizzas,,,,2012
Jānis Nords,"Mother, I Love You",,,,2013
Aigars Grauba,Dream Team 1935,2620000.0,,,2012
Witold Leszczynski,Matthew's Days,,,,1968
André Hunebelle,Fantomas,,,,1964
André Hunebelle,Fantomas Unleashed,,,,1965
André Hunebelle,Fantomas vs. Scotland Yard,,,,1967
Roy William Neill,Pursuit to Algiers,,,,1945
,Radiopiratene,,,,2007
Michael Glawogger,Megacities,,,,1998
Leonid Gayday,Operation Y and Other Shurik's Adventures,,,,1965
Winsor McCay,Gertie the Dinosaur,,,,1914
Koreyoshi Kurahara,Intimidation,,,,1960
Mitsuo Yanagimachi,God Speed You! Black Emperor,,,,1976
,"Blood, Sweat + Vinyl: DIY in the 21st Century",,,,2011
,The Lumière Brothers' First Films,,,,1996
Fernando León de Aranoa,Amador,,,,2010
Sam Cullman,Art and Craft,,,,2014
Jesús Franco,The Castle of Fu Manchu,,,,1969
Jeremy Summers,The Vengeance of Fu Manchu,,,,1967
Nick Noe,Lightning Bolt: The Power Of Salad,,,,2002
Øystein Karlsen,Fuck Up,,,,2012
Aigars Grauba,Defenders of Riga,3550000.0,,,2007
Yevgeni Pashkevich,Gulf Stream Under the Iceberg,,,,2012
Sean Ackerman,The Diary of Preston Plummer,,,,2012
Ivan Vyrypaev,Oxygen,,,,2009
Jan Komasa,@Suicide Room,,,,2011
Juris Podnieks,Is It Easy to Be Young?,,,,1986
Richard Bates Jr.,Suburban Gothic,,,,2014
Mark Young,The Killing Jar,400000.0,,,2010
Michael Findlay,The Kiss of Her Flesh,,,,1968
Juris Poškus,Kolka Cool,,,,2011
Dean Israelite,Project Almanac,12000000.0,32248241.0,2.687353416666667,2015
Louis C.K.,Louis C.K.: Live at The Comedy Store,,,,2015
Jack Gold,Heavy Weather,,,,1995
Damon Thomas,The First Men in the Moon,,,,2010
John Crowley,Brooklyn,11000000.0,62076141.0,5.643285545454545,2015
Joe Swanberg,Digging for Fire,,,,2015
Jared Hess,Don Verdean,,31309.0,,2015
James Ponsoldt,The End of the Tour,,3002884.0,,2015
Michael Almereyda,Experimenter,,,,2015
Justin Kelly,I Am Michael,,,,2015
Charles Stone III,Lila & Eve,,,,2015
Rodrigo García,Last Days in the Desert,,,,2016
Brett Haley,I'll See You in My Dreams,,7449681.0,,2015
Benson Lee,Seoul Searching,,,,2015
Ryan Fleck,Mississippi Grind,,130541.0,,2015
Noah Baumbach,Mistress America,,2500431.0,,2015
Mora Stephens,Zipper,,,,2015
Ken Kwapis,A Walk in the Woods,8000000.0,35991087.0,4.498885875,2015
Rupert Goold,True Story,,4719695.0,,2015
Shari Springer Berman,Ten Thousand Saints,,,,2015
Leslye Headland,Sleeping with Other People,,3214116.0,,2015
Brad Besser,Beaver Trilogy Part IV,,,,2015
Douglas Tirola,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,,,,2015
Brett Morgen,Cobain: Montage of Heck,,,,2015
Kirby Dick,The Hunting Ground,,411115.0,,2015
Sacha Jenkins,Fresh Dressed,,,,2015
Alex Gibney,Going Clear: Scientology and the Prison of Belief,,,,2015
Jennifer Siebel Newsom,The Mask You Live In,,,,2015
Amy Berg,Prophet's Prey,,,,2015
Kristina Goolsby,Tig,,,,2015
Tony Vainuku,In Football We Trust,,,,2015
Greg Whiteley,Most Likely to Succeed,,,,2015
Liz Garbus,"What Happened, Miss Simone?",,,,2015
Mark Cousins,6 Desires,,,,2014
Mark Cousins,Life May Be,,,,2014
Mark Cousins,Here Be Dragons,,,,2013
Mark Cousins,A Story of Children and Film,,,,2013
Mark Cousins,What Is This Film Called Love?,,,,2012
Mark Cousins,The First Movie,,,,2009
Ramin Bahrani,99 Homes,8000000.0,1411927.0,0.176490875,2014
Mark Cousins,The Story of Film: An Odyssey,,,,2011
Claudia Llosa,Aloft,8000000.0,53086.0,0.00663575,2014
Mia Hansen-Løve,Eden,,65460.0,,2014
Céline Sciamma,Girlhood,,60765.0,,2014
Jennifer Phang,Advantageous,,,,2015
Ivars Seleckis,Crossroad Street,,,,1988
Bryan Buckley,The Bronze,3500000.0,615816.0,0.17594742857142856,2016
Andrew Mogel,The D Train,447524.0,771317.0,1.7235209731768575,2015
Marielle Heller,The Diary of a Teenage Girl,2000000.0,1477002.0,0.738501,2015
Rick Famuyiwa,Dope,700000.0,17986781.0,25.69540142857143,2015
Adam Salky,I Smile Back,,,,2015
Alfonso Gomez-Rejon,Me and Earl and the Dying Girl,,,,2015
Patrick Brice,The Overnight,,1100000.0,,2015
Jim Strouse,"People, Places, Things",,,,2015
Andrew Bujalski,Results,,104507.0,,2015
Chloé Zhao,Songs My Brothers Taught Me,,,,2015
Kyle Patrick Alvarez,The Stanford Prison Experiment,,643557.0,,2015
Nikole Beckwith,"Stockholm, Pennsylvania",,,,2015
Kris Swanberg,Unexpected,,,,2015
Craig Zobel,Z for Zachariah,,121461.0,,2015
Claude Pinoteau,The Student,,,,1988
Mikkel Munch-Fals,Nothing's All Bad,,,,2010
Michael Noer,Northwest,,,,2013
Dietrich Brüggemann,Stations of the Cross,,,,2014
Yves Hinant,The Referees,,,,2009
Filippo Macelloni,Il mundial dimenticato,,,,2011
Paolo Zucca,The Referee,,,,2013
Matteo Garrone,Reality,,,,2012
Gabriele Salvatores,Amnèsia,,,,2002
Salvatore Mereu,Three-Step Dance,,,,2003
Salvatore Mereu,Pretty Butterflies,,,,2012
,Dangerous Liaisons,,,,2003
Hiner Saleem,My Sweet Pepper Land,,,,2014
Gérard Pirès,L'agression,,,,1975
Sébastien Pilote,The Auction,,,,2013
Staffan Lindberg,Micke & Veronica,,,,2014
Paul Magnus Lundø,The Veil of Twilight,1131974.0,,,2014
Feo Aladag,Inbetween Worlds,,,,2014
Robert Enrico,The Old Gun,,,,1975
Jacques Rouffio,The Passerby,,,,1982
Claude Sautet,The Things of Life,,,,1970
Robert Vernay,The Count of Monte Cristo,,,,1954
André Hunebelle,The Hunchback of Paris,,,,1959
Ulrich Seidl,In the Basement,,,,2014
David Bond,Project Wild Thing,,,,2013
Gillies MacKinnon,Trojan Eddie,,,,1996
William Tannen,Nobody Knows Anything!,,,,2003
Thom Best,Ice Men,,,,2004
Pat Bermel,The Invitation,,,,2003
Michael Cohn,When the Bough Breaks,,,,1994
Patrick Dewolf,Innocent Lies,,,,1995
Hy Averback,Suppose They Gave a War and Nobody Came?,,,,1970
Gary Yates,Niagara Motel,,,,2005
David Langlitz,Mentor,,,,2006
Dewi Humphreys,Neverwhere,,,,1996
Craig Singer,Animal Room,,,,1995
Vladan Nikolić,Zenith,,,,2010
Marcos Jorge,Estômago: A Gastronomic Story,,,,2007
Timothy A. Chey,Suing The Devil,97.0,,,2011
Roy Andersson,A Pigeon Sat on a Branch Reflecting on Existence,,,,2014
Isao Takahata,Panda! Go Panda!: Rainy Day Circus,,,,1973
Anthony Waller,Nine Miles Down,,,,2009
Liv Ullmann,Miss Julie,5500000.0,5000000.0,0.9090909090909091,2014
Stéphane Robelin,All Together,,7211180.0,,2011
Gil Junger,Teen Spirit,,,,2011
Guy Maddin,The Forbidden Room,,,,2015
David Grieco,Evilenko,9700000.0,,,2004
Jabbar Raisani,Alien Outpost,,,,2014
Krzysztof Zanussi,Foreign Body,1500000.0,,,2014
Erik Van Looy,The Loft,14000000.0,10076790.0,0.7197707142857143,2014
Jaume Balagueró,[REC]⁴ Apocalypse,,190000.0,,2014
Brian A Miller,Vice,10000000.0,,,2015
Kiyoshi Kurosawa,The Guard from the Underground,,,,1992
Russell Rouse,The Well,,,,1951
Russell Rouse,Wicked Woman,,,,1953
Russell Rouse,House of Numbers,,,,1957
Lionel C. Martin,Longshot,,,,2001
Rod Hardy,Rio Diablo,,,,1993
Pascal Plisson,"Massaï, les guerriers de la pluie",,,,2004
Dominic Polcino,Family Guy Presents: Blue Harvest,,,,2007
Brant Sersen,Sanatorium,,,,2013
Edward Bernds,High School Hellcats,,,,1958
Rory Kennedy,Last Days in Vietnam,,161.0,,2014
Stephanie Spray,Manakamana,,,,2013
James Franco,Saturday Night,,,,2010
,Hippie Masala - Forever in India,,,,2006
Borys Lankosz,A Grain of Truth,,,,2015
Waldemar Krzystek,The Photographer,,,,2014
Pedro Costa,Casa de Lava,,,,1995
Gabriel Rojas Vera,Karen Cries on the Bus,,,,2011
Liv Ullmann,Sofie,,,,1992
Liv Ullmann,Kristin Lavransdatter,,,,1995
Liv Ullmann,Private Confessions,,,,1996
Ryan Gosling,Lost River,2000000.0,45431.0,0.0227155,2015
James Benning,Landscape Suicide,,,,1987
James Benning,One Way Boogie Woogie,,,,1977
James Benning,Deseret,,,,1995
James Benning,13 Lakes,,,,2004
James Benning,Ruhr,,,,2009
James Benning,natural history,,,,2014
Abdellatif Kechiche,Black Venus,,,,2010
Abdellatif Kechiche,Poetical Refugee,,,,2000
Ilinca Calugareanu,Chuck Norris vs Communism,,,,2015
Robert Hall,Fear Clinic,1.0,,,2014
Miguel M. Delgado,El siete machos,,,,1951
Osvaldo Civirani,The Devil with Seven Faces,,,,1971
Harley Cokeliss,Battletruck,1000000.0,3000000.0,3.0,1982
Harley Cokeliss,The Glitterball,,,,1977
Richard A. Colla,The Questor Tapes,,,,1974
Richard A. Colla,The UFO Incident,,,,1975
Maccio Capatonda,Italiano medio,1816720.0,4541800.0,2.5,2015
Duilio Coletti,Lure of the Sila,,,,1949
Duilio Coletti,Londra chiama Polo Nord,,,,1956
Duilio Coletti,Under Ten Flags,,,,1960
John Sturges,Chino,,,,1973
Jeff Kanew,National Lampoon's The Legend of Awesomest Maximus,,,,2014
David Greene,The Shuttered Room,,,,1967
David Greene,Sebastian,,,,1968
David Greene,The Strange Affair,,,,1968
David Greene,I Start Counting,,,,1970
David Greene,Madame Sin,,,,1972
Gordon Davidson,The Trial of Lee Harvey Oswald,,,,1977
Marie Amachoukeli,Party Girl,,472370.0,,2014
Burhan Qurbani,We Are Young. We Are Strong.,,,,2014
Manu Payet,Relationship Status: It's Complicated,,,,2014
Dino Risi,The Prophet,,,,1968
Aleksandr Gromov,Calculator,2200000.0,,,2014
Alberto Lattuada,The Bandit,,,,1946
Federico Fellini,Love in the City,,,,1953
Alberto Lattuada,The Beach,,,,1954
Alberto Lattuada,Guendalina,,,,1957
Alberto Lattuada,Sweet Deceptions,,,,1960
Alberto Lattuada,Letters of a Novice,,,,1960
Alberto Lattuada,Come Have Coffee with Us,,,,1970
André Téchiné,The Bronte Sisters,,,,1979
André Téchiné,Hotel America,,,,1981
André Téchiné,I Don't Kiss,,,,1991
André Téchiné,Unforgivable,,,,2011
André Téchiné,In the Name of My Daughter,,,,2014
Gianfranco Parolini,The Three Fantastic Supermen,,,,1967
Gianfranco Parolini,If You Meet Sartana Pray for Your Death,,,,1968
Gianfranco Parolini,Yeti: The Giant of the 20th Century,,,,1977
Chris Eska,The Retrieval,,,,2013
Hollingsworth Morse,Daughters of Satan,,,,1972
Rob Williams,Back Soon,,,,2007
Anders Østergaard,Tintin and I,,,,2003
John Herzfeld,Reach Me,5000000.0,,,2014
Renato De Maria,Paz!,,,,2002
Chris Munger,Kiss of the Tarantula,,,,1976
Koreyoshi Kurahara,Antarctica,,,,1983
,"Back to the Garden, Flower Power Comes Full Circle",,,,2009
James L. Conway,Incredible Rocky Mountain Race,,,,1977
Alexandre Arcady,What the Day Owes the Night,17.0,,,2012
Jonas Quastel,Scourge,,,,2008
Alex Gibney,The Last Gladiators,,,,2012
Jim Wynorski,Project Viper,500000.0,,,2002
Ernie Barbarash,Hardwired,5000000.0,,,2009
Scott L. Montoya,Jay Mohr: Funny for a Girl,,,,2012
Harun Farocki,The Gold Spinners,,,,2013
Katie Wolfe,Kawa,,,,2010
Dan M. Kinem,Adjust Your Tracking: The Untold Story of the VHS Collector,5000.0,,,2013
Ian Connacher,Addicted to Plastic,,,,2008
Ulf Malmros,My So-Called Father,,,,2014
Cameron Cairnes,100 Bloody Acres,,,,2012
Rezo Chkheidze,The Father of a Soldier,,,,1964
Levan Koguashvili,Street Days,,,,2010
Eldar Shengelaya,"Blue Mountains, or Unbelievable Story",,,,1984
Aleksandr Rou,Evenings on a Farm near Dikanka,,,,1961
Savva Kulish,The Dead Season,,,,1968
Viktor Tregubovich,Dauria,,,,1972
Yan Frid,The Bat,,,,1979
Aleksandr Pavlovskiy ,The Green Van,,,,1983
Louis Feuillade,Fantômas: Juve Against Fantômas,,,,1913
Louis Feuillade,Fantômas: The Dead Man Who Killed,,,,1913
Louis Feuillade,Fantômas: Fantômas Against Fantômas,,,,1914
Louis Feuillade,Fantômas: The False Magistrate,,,,1914
Gregory La Cava,Private Worlds,,,,1935
Robert L. Lippert,Last of the Wild Horses,,,,1948
Eddie Dew,Naked Gun,,,,1956
Paul Landres,"Go, Johnny, Go!",,,,1959
Rafal Zielinski,Screwballs,,,,1983
Rafal Zielinski,Loose Screws,945000.0,,,1985
Rafal Zielinski,Valet Girls,,,,1987
Rafal Zielinski,Screwball Hotel,,,,1988
Rafal Zielinski,Spellcaster,,,,1992
Robert D. Webb,The Glory Brigade,850000.0,,,1953
Robert D. Webb,The Proud Ones,,,,1956
Alberto Cardone,"$1,000 on the Black",,,,1966
Giuliano Carnimeo,Sartana the Gravedigger,,,,1969
Demofilo Fidani,One Damned Day at Dawn... Django Meets Sartana!,,,,1970
Giuliano Carnimeo,"I Am Sartana, Trade Your Guns for a Coffin",,,,1970
Giuliano Carnimeo,"Have a Good Funeral, My Friend... Sartana Will Pay",,,,1970
Demofilo Fidani,Django and Sartana Are Coming... It's the End,,,,1970
Giuliano Carnimeo,Light the Fuse... Sartana Is Coming,,,,1970
Mario Siciliano,Trinity and Sartana Are Coming,,,,1972
Shannon Hartman,Kevin Hart: I'm a Grown Little Man,,,,2009
Shannon Hartman,Craig Ferguson: A Wee Bit o' Revolution,,,,2009
Shannon Hartman,"Bo Burnham: Words, Words, Words",,,,2010
Shannon Hartman,Kathleen Madigan: Gone Madigan,,,,2010
Shannon Hartman,Jim Norton: American Degenerate,,,,2013
Shannon Hartman,Jim Jefferies: BARE,,,,2014
Luigi Cozzi,The Killer Must Kill Again,,,,1975
William Crain,"Dr. Black, Mr. Hyde",,,,1976
Gianni Crea,Finders Killers,,,,1971
Armando Crispino,The Dead Are Alive,,,,1972
Giorgio Cristallini,Four Gunmen of the Holy Trinity,,,,1971
Sean S. Cunningham,The New Kids,,,,1985
Patrick Read Johnson,When Good Ghouls Go Bad,,,,2001
Joe Johnston,Not Safe for Work,,,,2014
Roberto Benigni,The Little Devil,,,,1988
Nelson McCormick,Killing Kennedy,,,,2013
Juan Cavestany,People in Places,,,,2013
Santiago A. Zannou,Scorpion in Love,,,,2013
Marcos Carnevale,Anita,,,,2009
Jun Falkenstein,Scooby-Doo in Arabian Nights,,,,1994
Michael Salomon,Beer for My Horses,,666045.0,,2008
David M. Evans,Beethoven's 3rd,,,,2000
Mark Griffiths,Beethoven's 5th,,,,2003
Mike Elliott,Beethoven's Big Break,,,,2008
Ron Oliver,Beethoven's Treasure Tail,,,,2014
John Putch,Beethoven's Christmas Adventure,,,,2011
John H. Auer,City That Never Sleeps,,,,1953
Sean McNamara,Cody the Robosapien,,,,2013
Anthony Joseph Giunta,Contest,,,,2013
Phil Alden Robinson,Freedom Song,,,,2000
Tulio Demicheli,Ricco,,,,1973
Daniel Algrant,Greetings from Tim Buckley,,,,2012
Daryl Duke,Griffin and Phoenix,,,,1976
Martin Davidson,Hard Promises,,,,1991
Paul Newman,Harry & Son,,,,1984
Roger Young,Hercules,,,,2005
William A. Levey,"Lightning, the White Stallion",,,,1986
David Schmoeller,Little Monsters,,,,2012
H. Bruce Humberstone,Madison Avenue,,,,1962
Kurt Wimmer,One Man's Justice,,,,1996
Paul Golding,Pulse,,,,1987
